07:53:08.425 | INFO | AuthServerApplication: Starting AuthServerApplication using Java 21.0.3 with PID 7824 (C:\Users\PC\OneDrive\Desktop\bookommerce\auth-server\target\classes started by PC in C:\Users\PC\OneDrive\Desktop\bookommerce\auth-server)
08:55:29.583 | DEBUG | JdbcTemplate: Executing prepared SQL update
08:55:29.584 | DEBUG | JdbcTemplate: Executing prepared SQL statement [INSERT INTO SPRING_SESSION (PRIMARY_ID, SESSION_ID, CREATION_TIME, LAST_ACCESS_TIME, MAX_INACTIVE_INTERVAL, EXPIRY_TIME, PRINCIPAL_NAME)
VALUES (?, ?, ?, ?, ?, ?, ?)
]
08:55:29.602 | DEBUG | JdbcTemplate: Executing prepared SQL update
08:55:29.602 | DEBUG | JdbcTemplate: Executing prepared SQL statement [INSERT INTO SPRING_SESSION_ATTRIBUTES (SESSION_PRIMARY_ID, ATTRIBUTE_NAME, ATTRIBUTE_BYTES)
VALUES (?, ?, ?)
]
08:55:30.727 | DEBUG | FilterChainProxy: Securing GET /oauth2/authorize?response_type=code&client_id=bff&scope=openid%20profile&state=xbHDIRwd_wa-YNOmDV_UHsme1bbe0kiSh-MaEd2Lnhk%3D&redirect_uri=https://bff.bookommerce.com:8181/protected/login/oauth2/code/bff&nonce=BUYbhuKRYNYzyuT1VhQKY6cKHh4Lf6PRN_vmLhmNBG4
08:55:30.730 | DEBUG | JdbcTemplate: Executing prepared SQL query
08:55:30.730 | DEBUG | JdbcTemplate: Executing prepared SQL statement [SELECT S.PRIMARY_ID, S.SESSION_ID, S.CREATION_TIME, S.LAST_ACCESS_TIME, S.MAX_INACTIVE_INTERVAL, SA.ATTRIBUTE_NAME, SA.ATTRIBUTE_BYTES
FROM SPRING_SESSION S
LEFT JOIN SPRING_SESSION_ATTRIBUTES SA ON S.PRIMARY_ID = SA.SESSION_PRIMARY_ID
WHERE S.SESSION_ID = ?
]
08:55:30.737 | DEBUG | HttpSessionSecurityContextRepository: Retrieved SecurityContextImpl [Authentication=UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=prodman@bookommerce.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_PRODUCT_MANAGER]], Credentials=[PROTECTED], Authenticated=true, Details=null, Granted Authorities=[ROLE_PRODUCT_MANAGER]]]
08:55:30.850 | DEBUG | SessionRegistryImpl: Registering session 26b069ef-03a4-405e-a8e0-1d0aa05771a3, for principal org.springframework.security.core.userdetails.User [Username=prodman@bookommerce.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_PRODUCT_MANAGER]]
08:55:30.851 | DEBUG | DefaultRedirectStrategy: Redirecting to https://bff.bookommerce.com:8181/protected/login/oauth2/code/bff?code=ckpvFKcMoz-CpM7UyM0TLhoADduemoy-31XfnWT1tpoPk4aMdgzT4MEpnoBWMYIPiPlsVhVqJauNSXsQ1SCBDVy93XmeyJ-ZJDADoZ5x5dEToYjIXBnND_Wd04emqbk3&state=xbHDIRwd_wa-YNOmDV_UHsme1bbe0kiSh-MaEd2Lnhk%3D
08:55:30.854 | DEBUG | JdbcTemplate: Executing prepared SQL update
08:55:30.855 | DEBUG | JdbcTemplate: Executing prepared SQL statement [UPDATE SPRING_SESSION
SET SESSION_ID = ?, LAST_ACCESS_TIME = ?, MAX_INACTIVE_INTERVAL = ?, EXPIRY_TIME = ?, PRINCIPAL_NAME = ?
WHERE PRIMARY_ID = ?
]
08:55:30.861 | DEBUG | JdbcTemplate: Executing prepared SQL query
08:55:30.861 | DEBUG | JdbcTemplate: Executing prepared SQL statement [SELECT S.PRIMARY_ID, S.SESSION_ID, S.CREATION_TIME, S.LAST_ACCESS_TIME, S.MAX_INACTIVE_INTERVAL, SA.ATTRIBUTE_NAME, SA.ATTRIBUTE_BYTES
FROM SPRING_SESSION S
LEFT JOIN SPRING_SESSION_ATTRIBUTES SA ON S.PRIMARY_ID = SA.SESSION_PRIMARY_ID
WHERE S.SESSION_ID = ?
]
08:55:30.958 | DEBUG | FilterChainProxy: Securing POST /oauth2/token
08:55:31.368 | INFO | CustomOAuth2AuthenticationSuccessHandler: >>>>>>>>>>>>>>>>>>>> Access token value: eyJraWQiOiJib29rb21tZXJjZS10b2tlbi1rZXkiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJwcm9kbWFuQGJvb2tvbW1lcmNlLmNvbSIsImF1ZCI6ImJmZiIsIm5iZiI6MTc2ODE4MjkzMSwic2NvcGUiOlsib3BlbmlkIiwicHJvZmlsZSJdLCJpc3MiOiJodHRwczovL2F1dGguYm9va29tbWVyY2UuY29tOjgyODIiLCJleHAiOjE3NjgxODM4MzEsImlhdCI6MTc2ODE4MjkzMSwianRpIjoiZjIwMTBlM2ItMjNhNy00MmEwLWI1ODktNGRjODQzNmQxYzYyIiwiYXV0aG9yaXRpZXMiOlsiUk9MRV9QUk9EVUNUX01BTkFHRVIiXX0.HEzdTRb1o6ZWbuE_9MT8re1Llxq-vzt75_BNubPvkzwoozjSiA63xwOglRm8ThG92lHYTMqyhBXy2pePf0I8wjV-EpUTN80wJAJtA4_vMtBkNzQNFlfo74Ww4oHXwHY-Are24KjF3c_ZrVxpFz2YRIp2zcXFE-lZeK9fB6fsVIZ5E0SaXdihoqaoLM8Z1-8jYGcDp1SFcy701Dio--EpSb5J3uA7WKQiFv2j6qgvHGX1gaGDTQIL6QsbQPmeujkg1ughJVq9K8ze5LCXPRsDxj70RRrdeqeVrDbZhygifEVrBQgUQsbnhr4oqa88jIm0uetYaKBHWmMRmMm1iO3N1Q
08:55:31.368 | INFO | CustomOAuth2AuthenticationSuccessHandler: >>>>>>>>>>>>>>>>>> ID Token: eyJraWQiOiJib29rb21tZXJjZS10b2tlbi1rZXkiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJwcm9kbWFuQGJvb2tvbW1lcmNlLmNvbSIsImF1ZCI6ImJmZiIsImF6cCI6ImJmZiIsImF1dGhfdGltZSI6MTc2ODE4MjkzMCwiaXNzIjoiaHR0cHM6Ly9hdXRoLmJvb2tvbW1lcmNlLmNvbTo4MjgyIiwiZXhwIjoxNzY4MTg0NzMxLCJpYXQiOjE3NjgxODI5MzEsIm5vbmNlIjoiQlVZYmh1S1JZTll6eXVUMVZoUUtZNmNLSGg0TGY2UFJOX3ZtTGhtTkJHNCIsImp0aSI6Ijc5OTI4ZjE3LTFjNWItNDhmMi1hNzQ0LWNjNTJlM2YxYzUzOSIsImF1dGhvcml0aWVzIjpbIlJPTEVfUFJPRFVDVF9NQU5BR0VSIl0sInNpZCI6InJqaTRUZkYtY0c4MmRHUmdlQ2YzSmxhNGtRTDY2MzBwckpjSHFYR3FYOG8ifQ.vn_ItgZenqJdmrHrL-X19b4VB8XUPS8fEZtQYbaFlZGKM0-cNaGCRZ8llM2na7OFWIyxi-GIINIndUAJI0IYdku9yL0nflX0cGc8nrAHb6lNC8dGESbLJV0SrGW9d1RBA9LCEpyQBoihUUtDjlAMpQ-aQYeQpnxok51HXyd_G0vFz7jxeJ1idoHdTlerl3FZKfeK0BQuzLxhk42bpDM7irPrgNau5qLcmQaUlQD3Iqhz8lW1VGPZDgZbJVNn4KWAq9Fx9NwcodBsBHxEVkpsIIgxd9yBB8N2mz7y6s_VFdH4bUcW4KiLmpoY9gX8JLK_vNxTj8fqGq86_3A3tsfNgw
08:55:31.370 | INFO | CustomOAuth2AuthenticationSuccessHandler: >>>>>>>>>>>>>>>>>>>> Refresh token value: RSNYgIv0LnrsBn8QwKYuIxDGbhBIVEeJQvm6r8T_6CN3H6Ho1zKqSItVyNavZtbtHmLtJJorrHK9BluIZez24JM_Bfcjp6cNM35r1sM_OjF7-NO4MpIwoOawWgNxtqg0
08:55:31.416 | DEBUG | FilterChainProxy: Securing GET /oauth2/jwks
08:55:31.436 | DEBUG | FilterChainProxy: Securing GET /userinfo
08:55:31.444 | DEBUG | JwtAuthenticationProvider: Authenticated token
08:55:31.445 | DEBUG | BearerTokenAuthenticationFilter: Set SecurityContextHolder to JwtAuthenticationToken [Principal=org.springframework.security.oauth2.jwt.Jwt@aa07bc51, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=127.0.0.1, SessionId=null], Granted Authorities=[SCOPE_openid, SCOPE_profile]]
08:56:00.004 | DEBUG | JdbcTemplate: Executing prepared SQL update
08:56:00.005 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
08:56:00.006 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768182960004], value class [java.lang.Long], SQL type unknown
08:56:00.014 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 1 expired sessions
08:57:00.016 | DEBUG | JdbcTemplate: Executing prepared SQL update
08:57:00.017 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
08:57:00.018 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183020016], value class [java.lang.Long], SQL type unknown
08:57:00.021 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
08:58:00.016 | DEBUG | JdbcTemplate: Executing prepared SQL update
08:58:00.016 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
08:58:00.018 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183080016], value class [java.lang.Long], SQL type unknown
08:58:00.019 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
08:59:00.003 | DEBUG | JdbcTemplate: Executing prepared SQL update
08:59:00.004 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
08:59:00.005 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183140003], value class [java.lang.Long], SQL type unknown
08:59:00.009 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
09:00:00.006 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:00:00.006 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
09:00:00.007 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183200006], value class [java.lang.Long], SQL type unknown
09:00:00.010 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
09:01:00.039 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:01:00.051 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
09:01:00.068 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183260039], value class [java.lang.Long], SQL type unknown
09:01:00.083 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
09:02:00.005 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:02:00.005 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
09:02:00.007 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183320005], value class [java.lang.Long], SQL type unknown
09:02:00.011 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
09:03:00.007 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:03:00.010 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
09:03:00.015 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183380007], value class [java.lang.Long], SQL type unknown
09:03:00.019 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
09:03:35.884 | DEBUG | FilterChainProxy: Securing GET /page/store-login
09:03:35.927 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
09:03:35.934 | DEBUG | FilterChainProxy: Secured GET /page/store-login
09:04:00.019 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:04:00.021 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
09:04:00.021 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183440019], value class [java.lang.Long], SQL type unknown
09:04:00.027 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
09:05:00.013 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:05:00.014 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
09:05:00.014 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183500013], value class [java.lang.Long], SQL type unknown
09:05:00.016 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
09:06:00.009 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:06:00.009 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
09:06:00.013 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183560009], value class [java.lang.Long], SQL type unknown
09:06:00.016 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
09:07:00.014 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:07:00.016 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
09:07:00.016 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183620014], value class [java.lang.Long], SQL type unknown
09:07:00.023 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
09:08:00.015 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:08:00.017 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
09:08:00.019 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183680015], value class [java.lang.Long], SQL type unknown
09:08:00.020 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
09:08:49.897 | DEBUG | FilterChainProxy: Securing GET /page/login
09:08:49.899 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
09:08:49.900 | DEBUG | FilterChainProxy: Secured GET /page/login
09:08:51.514 | DEBUG | FilterChainProxy: Securing GET /page/signup
09:08:51.516 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
09:08:51.517 | DEBUG | FilterChainProxy: Secured GET /page/signup
09:08:53.168 | DEBUG | FilterChainProxy: Securing GET /page/login
09:08:53.169 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
09:08:53.170 | DEBUG | FilterChainProxy: Secured GET /page/login
09:08:54.200 | DEBUG | FilterChainProxy: Securing GET /page/store-login
09:08:54.203 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
09:08:54.204 | DEBUG | FilterChainProxy: Secured GET /page/store-login
09:09:00.016 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:09:00.016 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
09:09:00.017 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183740016], value class [java.lang.Long], SQL type unknown
09:09:00.020 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 0 expired sessions
09:09:00.572 | DEBUG | FilterChainProxy: Securing POST /api/login/store
09:09:00.575 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
09:09:00.575 | DEBUG | FilterChainProxy: Secured POST /api/login/store
09:09:00.780 | DEBUG | DaoAuthenticationProvider: Authenticated user
09:09:00.784 | DEBUG | HttpSessionSecurityContextRepository: Stored SecurityContextImpl [Authentication=UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=prodman@bookommerce.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_PRODUCT_MANAGER]], Credentials=[PROTECTED], Authenticated=true, Details=null, Granted Authorities=[ROLE_PRODUCT_MANAGER]]] to HttpSession [org.springframework.session.web.http.SessionRepositoryFilter$SessionRepositoryRequestWrapper$HttpSessionWrapper@2b3777eb]
09:09:00.796 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:09:00.797 | DEBUG | JdbcTemplate: Executing prepared SQL statement [INSERT INTO SPRING_SESSION (PRIMARY_ID, SESSION_ID, CREATION_TIME, LAST_ACCESS_TIME, MAX_INACTIVE_INTERVAL, EXPIRY_TIME, PRINCIPAL_NAME)
VALUES (?, ?, ?, ?, ?, ?, ?)
]
09:09:00.801 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:09:00.801 | DEBUG | JdbcTemplate: Executing prepared SQL statement [INSERT INTO SPRING_SESSION_ATTRIBUTES (SESSION_PRIMARY_ID, ATTRIBUTE_NAME, ATTRIBUTE_BYTES)
VALUES (?, ?, ?)
]
09:09:01.923 | DEBUG | FilterChainProxy: Securing GET /oauth2/authorize?response_type=code&client_id=bff&scope=openid%20profile&state=s2DRixC5IKJyMeLdwMKHS3mImpHm-ls_UZ1ZJzJm17M%3D&redirect_uri=https://bff.bookommerce.com:8181/protected/login/oauth2/code/bff&nonce=aX_5ug8Jhy9QB77UdFZIWC2xg-zzBtcXPlkGRZD5DcQ
09:09:01.927 | DEBUG | JdbcTemplate: Executing prepared SQL query
09:09:01.927 | DEBUG | JdbcTemplate: Executing prepared SQL statement [SELECT S.PRIMARY_ID, S.SESSION_ID, S.CREATION_TIME, S.LAST_ACCESS_TIME, S.MAX_INACTIVE_INTERVAL, SA.ATTRIBUTE_NAME, SA.ATTRIBUTE_BYTES
FROM SPRING_SESSION S
LEFT JOIN SPRING_SESSION_ATTRIBUTES SA ON S.PRIMARY_ID = SA.SESSION_PRIMARY_ID
WHERE S.SESSION_ID = ?
]
09:09:01.934 | DEBUG | HttpSessionSecurityContextRepository: Retrieved SecurityContextImpl [Authentication=UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=prodman@bookommerce.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_PRODUCT_MANAGER]], Credentials=[PROTECTED], Authenticated=true, Details=null, Granted Authorities=[ROLE_PRODUCT_MANAGER]]]
09:09:01.981 | DEBUG | SessionRegistryImpl: Registering session 53e987e1-69a3-4a0d-aca4-577886485f3b, for principal org.springframework.security.core.userdetails.User [Username=prodman@bookommerce.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_PRODUCT_MANAGER]]
09:09:01.982 | DEBUG | DefaultRedirectStrategy: Redirecting to https://bff.bookommerce.com:8181/protected/login/oauth2/code/bff?code=3waryphsdJLTJkc2PewdLXitHP4afl076Ow7OCAJ_C4M25D9zYBmnZJJK7A4DNuJOGot2apMd9FHI1vKP_A25tmanJhJoYxE3hQREuHLRO9TsqewmE-w3iBraWW_ep7E&state=s2DRixC5IKJyMeLdwMKHS3mImpHm-ls_UZ1ZJzJm17M%3D
09:09:01.984 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:09:01.984 | DEBUG | JdbcTemplate: Executing prepared SQL statement [UPDATE SPRING_SESSION
SET SESSION_ID = ?, LAST_ACCESS_TIME = ?, MAX_INACTIVE_INTERVAL = ?, EXPIRY_TIME = ?, PRINCIPAL_NAME = ?
WHERE PRIMARY_ID = ?
]
09:09:01.994 | DEBUG | JdbcTemplate: Executing prepared SQL query
09:09:01.995 | DEBUG | JdbcTemplate: Executing prepared SQL statement [SELECT S.PRIMARY_ID, S.SESSION_ID, S.CREATION_TIME, S.LAST_ACCESS_TIME, S.MAX_INACTIVE_INTERVAL, SA.ATTRIBUTE_NAME, SA.ATTRIBUTE_BYTES
FROM SPRING_SESSION S
LEFT JOIN SPRING_SESSION_ATTRIBUTES SA ON S.PRIMARY_ID = SA.SESSION_PRIMARY_ID
WHERE S.SESSION_ID = ?
]
09:09:02.038 | DEBUG | FilterChainProxy: Securing POST /oauth2/token
09:09:02.458 | INFO | CustomOAuth2AuthenticationSuccessHandler: >>>>>>>>>>>>>>>>>>>> Access token value: eyJraWQiOiJib29rb21tZXJjZS10b2tlbi1rZXkiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJwcm9kbWFuQGJvb2tvbW1lcmNlLmNvbSIsImF1ZCI6ImJmZiIsIm5iZiI6MTc2ODE4Mzc0Miwic2NvcGUiOlsib3BlbmlkIiwicHJvZmlsZSJdLCJpc3MiOiJodHRwczovL2F1dGguYm9va29tbWVyY2UuY29tOjgyODIiLCJleHAiOjE3NjgxODQ2NDIsImlhdCI6MTc2ODE4Mzc0MiwianRpIjoiZDdiMDgyMWItZmNhMy00ZDc0LTkzY2MtZTNlZjEwZTA0OTRkIiwiYXV0aG9yaXRpZXMiOlsiUk9MRV9QUk9EVUNUX01BTkFHRVIiXX0.flGS1JcWSrFAHvOVPaWpxM82c5lm-D8UZSWdMdCV90KrL6Z32NbqXW_jGXa_hcmnGDKMqanIA6fEF5synneYncyS6yW-D7atOZI6bFzUBucKR2FA8ngMDROxbprtyZCLoEKUdukV9Dh-Gf4SIySfux-6ZCKiT1DorqIWdW02Arn4MU2QzbLerFhFnPbwRBeODI6jaEn1UP7ki1IqpRGDj-DcDWKcs6oo4cZe9p6r9fgfBW1uctbfRxNUaC5OOT3qXvU-r-o1TN4XzqyqcZ0advzjitYE0f8_6VCQEDvVXMZJkzyxfspSuvaxc3EGMk_wDyQ7JqYaqrjgorzC-f1wIQ
09:09:02.458 | INFO | CustomOAuth2AuthenticationSuccessHandler: >>>>>>>>>>>>>>>>>> ID Token: eyJraWQiOiJib29rb21tZXJjZS10b2tlbi1rZXkiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJwcm9kbWFuQGJvb2tvbW1lcmNlLmNvbSIsImF1ZCI6ImJmZiIsImF6cCI6ImJmZiIsImF1dGhfdGltZSI6MTc2ODE4Mzc0MSwiaXNzIjoiaHR0cHM6Ly9hdXRoLmJvb2tvbW1lcmNlLmNvbTo4MjgyIiwiZXhwIjoxNzY4MTg1NTQyLCJpYXQiOjE3NjgxODM3NDIsIm5vbmNlIjoiYVhfNXVnOEpoeTlRQjc3VWRGWklXQzJ4Zy16ekJ0Y1hQbGtHUlpENURjUSIsImp0aSI6IjJjNmQyMWFlLTNhYmItNDJmZS04ZWVlLTI0N2M3MzJjOTNkMyIsImF1dGhvcml0aWVzIjpbIlJPTEVfUFJPRFVDVF9NQU5BR0VSIl0sInNpZCI6Il9VU1h0SGhFVEQ4RndEam1wM3pKX3I5LVBKalI1ZE9YWTMxaWFTVjJldzgifQ.FYj8kaN9_AWEB2BNOUkTZM4aXeqhWohlweAoT3-rdfJ58_u5O_1uqs30CSITZDN42NGbDt2-92GHHk54857PCmJuVVK36gtVs5eopLR5XWigkuPpNlMqgw19uavQ8q0UU0uHy2mGzxr2wayntXEWFgPtt9lwPw37kwqJY_r9-S9lfm2VxBAbqLm5TAaeCR3VHUMEeIoBcGmynBwo-15Dcwiqz0t-itE_QoUUrK2JwIsQmyNED0qM9DaqVz23ZgB2SlURFr-vVvxY673Zbz_XW_XQLwEDEAZBDdD3nzo3BrQl9DvEuKIVtqOzvOIzLs3Tcpkgot8LsUVXVsK-qwTNcQ
09:09:02.459 | INFO | CustomOAuth2AuthenticationSuccessHandler: >>>>>>>>>>>>>>>>>>>> Refresh token value: j2sezTvpdAch31UUxoFYygLtm5nRq6bkpP9EKpcU5ECpg1ixzvnkLPc9hjm4MsFNlRc0v4UutWOYO54CT-44OJJ0LyQtQcsWze-rBpjYAYZZTtr57Z8DgPzepgaPajDy
09:09:02.477 | DEBUG | FilterChainProxy: Securing GET /oauth2/jwks
09:09:02.489 | DEBUG | FilterChainProxy: Securing GET /userinfo
09:09:02.494 | DEBUG | JwtAuthenticationProvider: Authenticated token
09:09:02.496 | DEBUG | BearerTokenAuthenticationFilter: Set SecurityContextHolder to JwtAuthenticationToken [Principal=org.springframework.security.oauth2.jwt.Jwt@7d70428e, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=127.0.0.1, SessionId=null], Granted Authorities=[SCOPE_openid, SCOPE_profile]]
09:09:07.638 | DEBUG | FilterChainProxy: Securing GET /page/store-login
09:09:07.640 | DEBUG | JdbcTemplate: Executing prepared SQL query
09:09:07.641 | DEBUG | JdbcTemplate: Executing prepared SQL statement [SELECT S.PRIMARY_ID, S.SESSION_ID, S.CREATION_TIME, S.LAST_ACCESS_TIME, S.MAX_INACTIVE_INTERVAL, SA.ATTRIBUTE_NAME, SA.ATTRIBUTE_BYTES
FROM SPRING_SESSION S
LEFT JOIN SPRING_SESSION_ATTRIBUTES SA ON S.PRIMARY_ID = SA.SESSION_PRIMARY_ID
WHERE S.SESSION_ID = ?
]
09:09:07.643 | DEBUG | FilterChainProxy: Secured GET /page/store-login
09:09:07.645 | DEBUG | HttpSessionSecurityContextRepository: Retrieved SecurityContextImpl [Authentication=UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=prodman@bookommerce.com, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_PRODUCT_MANAGER]], Credentials=[PROTECTED], Authenticated=true, Details=null, Granted Authorities=[ROLE_PRODUCT_MANAGER]]]
09:09:07.648 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:09:07.649 | DEBUG | JdbcTemplate: Executing prepared SQL statement [UPDATE SPRING_SESSION
SET SESSION_ID = ?, LAST_ACCESS_TIME = ?, MAX_INACTIVE_INTERVAL = ?, EXPIRY_TIME = ?, PRINCIPAL_NAME = ?
WHERE PRIMARY_ID = ?
]
09:09:07.657 | DEBUG | JdbcTemplate: Executing prepared SQL query
09:09:07.657 | DEBUG | JdbcTemplate: Executing prepared SQL statement [SELECT S.PRIMARY_ID, S.SESSION_ID, S.CREATION_TIME, S.LAST_ACCESS_TIME, S.MAX_INACTIVE_INTERVAL, SA.ATTRIBUTE_NAME, SA.ATTRIBUTE_BYTES
FROM SPRING_SESSION S
LEFT JOIN SPRING_SESSION_ATTRIBUTES SA ON S.PRIMARY_ID = SA.SESSION_PRIMARY_ID
WHERE S.SESSION_ID = ?
]
09:10:00.020 | DEBUG | JdbcTemplate: Executing prepared SQL update
09:10:00.030 | DEBUG | JdbcTemplate: Executing prepared SQL statement [DELETE FROM SPRING_SESSION
WHERE EXPIRY_TIME < ?
]
09:10:00.047 | TRACE | StatementCreatorUtils: Setting SQL statement parameter value: column index 1, parameter value [1768183800019], value class [java.lang.Long], SQL type unknown
09:10:00.059 | DEBUG | JdbcIndexedSessionRepository: Cleaned up 1 expired sessions
